RecordId,RecordType,Status,Parent,Reference,AccessCondition,Administrative Context,Arrangement,Copies Information,Custodial History,Date Range,Decimal Latitude,Decimal Longitude,Description Language,Description Language Code,Description Script,Description Script Code,End Date,Extent & Format,External Ref,Imm Source Acq,Legal Status,Level of Detail,Languages,Language Codes,Scripts,Script Codes,Material Type,MDARK,Note,ObjectURL,OrigInfo,Physical Characteristics,Project Collection,Publication Note,Related Material,Scope & Content,Sibling Order,Start Date,Title,User Conditions,Creators,Related Names,Related Places,Related Subjects,Related Archive Descriptions,,,Logical label
032-003384797,Fonds,Published,,EAP039/1,Unrestricted,,"The material has been arranged into four series – kBa’ ‘gyur, miscellaneous canonical material, rNying ma rGyud ‘bum and Rinpoche’s Private Library.","Digital copies have been retained by Gangtey Monastery, and deposited with the National Library and Archives of Bhutan.","Material in this collection was copied as part of the project: EAP039 Digital Documentation of the Manuscript Collection in Gangtey. RAW and JPEG images were made, and deposited with The British Library. Copies were also deposited with the National Library and Archives of Bhutan. The originals are held by Gangtey Monastery. Information used to create this catalogue was supplied by the Project.",1690-1692,,,English,eng,Latin,Latn,1692,"5 hard drives containing 485 volumes, consisting of 135785 TIFF Images",,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000001,,,Original material is held by Gangtey Monastery.,,Digital documentation of manuscript collection in Gangtey,,,"This collection includes a set of the 100-volume bKa’ ’gyur, two sets of the 46-volume rNying ma rGyud ’bum, the world’s largest Astasahasrikaprajńaparamita, and about a hundred miscellaneous titles.Written in the dBu can script, the cursive dBu med script, the ‘Bru tsha script and the Khyug yig script.Originals dated as: c 14th-early 20th century.",0,1690,Gangtey Monastery Collection,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
036-003384798,Series,Published,032-003384797,EAP039/1/1,Unrestricted,,The material is arranged by titled volumes. An EAP Reference Number has been added.,,,1690-1692,,,English,eng,Latin,Latn,1692,"13 titles comprising 109 volumes, or 42,311 TIFF images",,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000002,,,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of titles from the kBa’ ‘gyur.Written in the dBu can script.Originals dated as: c.1690-1692.,1,1690,bKa’ ‘gyur,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384943,File,Published,037-003384930,EAP039/1/3/1/13,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,356 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000093,,http://eap.bl.uk/database/overview_item.a4d?catId=240970;r=21898,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,13,1635,rNying ma rgyud ‘bum (A): Volume 13,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384944,File,Published,037-003384930,EAP039/1/3/1/14,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,338 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000094,,http://eap.bl.uk/database/overview_item.a4d?catId=240971;r=20196,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,14,1635,rNying ma rgyud ‘bum (A): Volume 14,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384945,File,Published,037-003384930,EAP039/1/3/1/15,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,342 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000095,,http://eap.bl.uk/database/overview_item.a4d?catId=240977;r=13150,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,15,1635,rNying ma rgyud ‘bum (A): Volume 15,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384946,File,Published,037-003384930,EAP039/1/3/1/16,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,357 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000096,,http://eap.bl.uk/database/overview_item.a4d?catId=240978;r=27342,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,16,1635,rNying ma rgyud ‘bum (A): Volume 16,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384947,File,Published,037-003384930,EAP039/1/3/1/17,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,340 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000097,,http://eap.bl.uk/database/overview_item.a4d?catId=240979;r=30402,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,17,1635,rNying ma rgyud ‘bum (A): Volume 17,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384948,File,Published,037-003384930,EAP039/1/3/1/18,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,392 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000098,,http://eap.bl.uk/database/overview_item.a4d?catId=240980;r=14262,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,18,1635,rNying ma rgyud ‘bum (A): Volume 18,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384949,File,Published,037-003384930,EAP039/1/3/1/19,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,366 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000099,,http://eap.bl.uk/database/overview_item.a4d?catId=240981;r=6474,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,19,1635,rNying ma rgyud ‘bum (A): Volume 19,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384932,File,Published,037-003384930,EAP039/1/3/1/2,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,338 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000088,,http://eap.bl.uk/database/overview_item.a4d?catId=240959;r=17636,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,2,1635,rNying ma rgyud ‘bum (A): Volume 2,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384950,File,Published,037-003384930,EAP039/1/3/1/20,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,326 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00009a,,http://eap.bl.uk/database/overview_item.a4d?catId=240982;r=13983,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,20,1635,rNying ma rgyud ‘bum (A): Volume 20,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384951,File,Published,037-003384930,EAP039/1/3/1/21,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,344 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00009b,,http://eap.bl.uk/database/overview_item.a4d?catId=240983;r=11898,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,21,1635,rNying ma rgyud ‘bum (A): Volume 21,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384952,File,Published,037-003384930,EAP039/1/3/1/22,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,342 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00009c,,http://eap.bl.uk/database/overview_item.a4d?catId=240984;r=2074,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,22,1635,rNying ma rgyud ‘bum (A): Volume 22,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384953,File,Published,037-003384930,EAP039/1/3/1/23,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,354 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00009d,,http://eap.bl.uk/database/overview_item.a4d?catId=240985;r=5545,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,23,1635,rNying ma rgyud ‘bum (A): Volume 23,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384954,File,Published,037-003384930,EAP039/1/3/1/24,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,386 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00009e,,http://eap.bl.uk/database/overview_item.a4d?catId=240986;r=16017,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,24,1635,rNying ma rgyud ‘bum (A): Volume 24,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384955,File,Published,037-003384930,EAP039/1/3/1/25,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,388 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x00009f,,http://eap.bl.uk/database/overview_item.a4d?catId=240987;r=26916,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,25,1635,rNying ma rgyud ‘bum (A): Volume 25,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384956,File,Published,037-003384930,EAP039/1/3/1/26,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,412 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000a0,,http://eap.bl.uk/database/overview_item.a4d?catId=240988;r=11889,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,26,1635,rNying ma rgyud ‘bum (A): Volume 26,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384957,File,Published,037-003384930,EAP039/1/3/1/27,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,400 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000a1,,http://eap.bl.uk/database/overview_item.a4d?catId=240989;r=4565,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,27,1635,rNying ma rgyud ‘bum (A): Volume 27,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384958,File,Published,037-003384930,EAP039/1/3/1/28,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,334 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000a2,,http://eap.bl.uk/database/overview_item.a4d?catId=240990;r=525,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,28,1635,rNying ma rgyud ‘bum (A): Volume 28,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384959,File,Published,037-003384930,EAP039/1/3/1/29,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,406 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000a3,,http://eap.bl.uk/database/overview_item.a4d?catId=240991;r=22480,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,29,1635,rNying ma rgyud ‘bum (A): Volume 29,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384933,File,Published,037-003384930,EAP039/1/3/1/3,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,355 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x000089,,http://eap.bl.uk/database/overview_item.a4d?catId=240960;r=26166,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,3,1635,rNying ma rgyud ‘bum (A): Volume 3,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384960,File,Published,037-003384930,EAP039/1/3/1/30,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,350 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000a4,,http://eap.bl.uk/database/overview_item.a4d?catId=240992;r=4997,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,30,1635,rNying ma rgyud ‘bum (A): Volume 30,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384961,File,Published,037-003384930,EAP039/1/3/1/31,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,326 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000a5,,http://eap.bl.uk/database/overview_item.a4d?catId=240993;r=25868,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,31,1635,rNying ma rgyud ‘bum (A): Volume 31,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384962,File,Published,037-003384930,EAP039/1/3/1/32,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,298 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000a6,,http://eap.bl.uk/database/overview_item.a4d?catId=240994;r=32569,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,32,1635,rNying ma rgyud ‘bum (A): Volume 32,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384963,File,Published,037-003384930,EAP039/1/3/1/33,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,372 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000a7,,http://eap.bl.uk/database/overview_item.a4d?catId=240995;r=25363,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,33,1635,rNying ma rgyud ‘bum (A): Volume 33,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384964,File,Published,037-003384930,EAP039/1/3/1/34,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,340 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000a8,,http://eap.bl.uk/database/overview_item.a4d?catId=240996;r=15543,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,34,1635,rNying ma rgyud ‘bum (A): Volume 34,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
040-003384965,File,Published,037-003384930,EAP039/1/3/1/35,Unrestricted,,,,,c 1640-c 1735,,,English,eng,Latin,Latn,1740,322 Tiff images,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100049718341.0x0000a9,,http://eap.bl.uk/database/overview_item.a4d?catId=240997;r=29322,,,Digital documentation of manuscript collection in Gangtey,,,This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.,35,1635,rNying ma rgyud ‘bum (A): Volume 35,Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.,,,"Bhutan, Asia, Unspecified",,,,,
